programCode,programName,startDate,endDate,capacity,useYn,description
PRG06537,프로그램 06537,2025-11-28,2027-01-27,145,Y,교육과정 설명 06537
PRG06538,프로그램 06538,2025-11-29,2026-02-02,146,Y,교육과정 설명 06538
PRG06539,프로그램 06539,2025-11-30,2027-01-29,147,Y,교육과정 설명 06539
PRG06540,프로그램 06540,2025-12-01,2025-12-08,148,N,교육과정 설명 06540
PRG06541,프로그램 06541,2025-12-02,2027-01-31,149,Y,교육과정 설명 06541
PRG06542,프로그램 06542,2025-12-03,2025-12-12,150,Y,교육과정 설명 06542
PRG06543,프로그램 06543,2025-12-04,2027-02-02,151,Y,교육과정 설명 06543
PRG06544,프로그램 06544,2025-12-05,2025-12-16,152,Y,교육과정 설명 06544
PRG06545,프로그램 06545,2025-12-06,2027-02-04,153,N,교육과정 설명 06545
PRG06546,프로그램 06546,2025-12-07,2025-12-20,154,Y,교육과정 설명 06546
PRG06547,프로그램 06547,2025-12-08,2027-02-06,155,Y,교육과정 설명 06547
PRG06548,프로그램 06548,2025-12-09,2025-12-24,156,Y,교육과정 설명 06548
PRG06549,프로그램 06549,2025-12-10,2027-02-08,157,Y,교육과정 설명 06549
PRG06550,프로그램 06550,2025-12-11,2025-12-28,158,N,교육과정 설명 06550
PRG06551,프로그램 06551,2025-12-12,2027-02-10,159,Y,교육과정 설명 06551
PRG06552,프로그램 06552,2025-12-13,2026-01-01,160,Y,교육과정 설명 06552
PRG06553,프로그램 06553,2025-12-14,2027-02-12,161,Y,교육과정 설명 06553
PRG06554,프로그램 06554,2025-12-15,2026-01-05,162,Y,교육과정 설명 06554
PRG06555,프로그램 06555,2025-12-16,2027-02-14,163,N,교육과정 설명 06555
PRG06556,프로그램 06556,2025-12-17,2026-01-09,164,Y,교육과정 설명 06556
PRG06557,프로그램 06557,2025-12-18,2027-02-16,165,Y,교육과정 설명 06557
PRG06558,프로그램 06558,2025-12-19,2026-01-13,166,Y,교육과정 설명 06558
PRG06559,프로그램 06559,2025-12-20,2027-02-18,167,Y,교육과정 설명 06559
PRG06560,프로그램 06560,2025-12-21,2026-01-17,168,N,교육과정 설명 06560
PRG06561,프로그램 06561,2025-12-22,2027-02-20,169,Y,교육과정 설명 06561
PRG06562,프로그램 06562,2025-12-23,2026-01-21,170,Y,교육과정 설명 06562
PRG06563,프로그램 06563,2025-12-24,2027-02-22,171,Y,교육과정 설명 06563
PRG06564,프로그램 06564,2025-12-25,2026-01-25,172,Y,교육과정 설명 06564
PRG06565,프로그램 06565,2025-12-26,2027-02-24,173,N,교육과정 설명 06565
PRG06566,프로그램 06566,2025-12-27,2026-01-29,174,Y,교육과정 설명 06566
PRG06567,프로그램 06567,2025-12-28,2027-02-26,175,Y,교육과정 설명 06567
PRG06568,프로그램 06568,2025-12-29,2026-02-02,176,Y,교육과정 설명 06568
PRG06569,프로그램 06569,2025-12-30,2027-02-28,177,Y,교육과정 설명 06569
PRG06570,프로그램 06570,2024-01-01,2025-12-31,178,N,교육과정 설명 06570
PRG06571,프로그램 06571,2024-01-02,2026-03-02,179,Y,교육과정 설명 06571
PRG06572,프로그램 06572,2024-01-03,2025-12-29,180,Y,교육과정 설명 06572
PRG06573,프로그램 06573,2024-01-04,2026-03-04,181,Y,교육과정 설명 06573
PRG06574,프로그램 06574,2024-01-05,2025-12-27,182,Y,교육과정 설명 06574
PRG06575,프로그램 06575,2024-01-06,2026-03-06,183,N,교육과정 설명 06575
PRG06576,프로그램 06576,2024-01-07,2025-12-25,184,Y,교육과정 설명 06576
PRG06577,프로그램 06577,2024-01-08,2026-03-08,185,Y,교육과정 설명 06577
PRG06578,프로그램 06578,2024-01-09,2025-12-23,186,Y,교육과정 설명 06578
PRG06579,프로그램 06579,2024-01-10,2026-03-10,187,Y,교육과정 설명 06579
PRG06580,프로그램 06580,2024-01-11,2025-12-21,188,N,교육과정 설명 06580
PRG06581,프로그램 06581,2024-01-12,2026-03-12,189,Y,교육과정 설명 06581
PRG06582,프로그램 06582,2024-01-13,2025-12-19,190,Y,교육과정 설명 06582
PRG06583,프로그램 06583,2024-01-14,2026-03-14,191,Y,교육과정 설명 06583
PRG06584,프로그램 06584,2024-01-15,2025-12-17,192,Y,교육과정 설명 06584
PRG06585,프로그램 06585,2024-01-16,2026-03-16,193,N,교육과정 설명 06585
PRG06586,프로그램 06586,2024-01-17,2025-12-15,194,Y,교육과정 설명 06586
PRG06587,프로그램 06587,2024-01-18,2026-03-18,195,Y,교육과정 설명 06587
PRG06588,프로그램 06588,2024-01-19,2025-12-13,196,Y,교육과정 설명 06588
PRG06589,프로그램 06589,2024-01-20,2026-03-20,197,Y,교육과정 설명 06589
PRG06590,프로그램 06590,2024-01-21,2025-12-11,198,N,교육과정 설명 06590
PRG06591,프로그램 06591,2024-01-22,2026-03-22,199,Y,교육과정 설명 06591
PRG06592,프로그램 06592,2024-01-23,2025-12-09,200,Y,교육과정 설명 06592
PRG06593,프로그램 06593,2024-01-24,2026-03-24,201,Y,교육과정 설명 06593
PRG06594,프로그램 06594,2024-01-25,2025-12-07,202,Y,교육과정 설명 06594
PRG06595,프로그램 06595,2024-01-26,2026-03-26,203,N,교육과정 설명 06595
PRG06596,프로그램 06596,2024-01-27,2025-12-05,204,Y,교육과정 설명 06596
PRG06597,프로그램 06597,2024-01-28,2026-03-28,205,Y,교육과정 설명 06597
PRG06598,프로그램 06598,2024-01-29,2025-12-03,206,Y,교육과정 설명 06598
PRG06599,프로그램 06599,2024-01-30,2026-03-30,207,Y,교육과정 설명 06599
PRG06600,프로그램 06600,2024-01-31,2025-12-01,208,N,교육과정 설명 06600
PRG06601,프로그램 06601,2024-02-01,2026-04-01,209,Y,교육과정 설명 06601
PRG06602,프로그램 06602,2024-02-02,2025-11-29,210,Y,교육과정 설명 06602
PRG06603,프로그램 06603,2024-02-03,2026-04-03,211,Y,교육과정 설명 06603
PRG06604,프로그램 06604,2024-02-04,2025-11-27,212,Y,교육과정 설명 06604
PRG06605,프로그램 06605,2024-02-05,2026-04-05,213,N,교육과정 설명 06605
PRG06606,프로그램 06606,2024-02-06,2025-11-25,214,Y,교육과정 설명 06606
PRG06607,프로그램 06607,2024-02-07,2026-04-07,215,Y,교육과정 설명 06607
PRG06608,프로그램 06608,2024-02-08,2025-11-23,216,Y,교육과정 설명 06608
PRG06609,프로그램 06609,2024-02-09,2026-04-09,217,Y,교육과정 설명 06609
PRG06610,프로그램 06610,2024-02-10,2025-11-21,218,N,교육과정 설명 06610
PRG06611,프로그램 06611,2024-02-11,2026-04-11,219,Y,교육과정 설명 06611
PRG06612,프로그램 06612,2024-02-12,2025-11-19,220,Y,교육과정 설명 06612
PRG06613,프로그램 06613,2024-02-13,2026-04-13,221,Y,교육과정 설명 06613
PRG06614,프로그램 06614,2024-02-14,2025-11-17,222,Y,교육과정 설명 06614
PRG06615,프로그램 06615,2024-02-15,2026-04-15,223,N,교육과정 설명 06615
PRG06616,프로그램 06616,2024-02-16,2025-11-15,224,Y,교육과정 설명 06616
PRG06617,프로그램 06617,2024-02-17,2026-04-17,225,Y,교육과정 설명 06617
PRG06618,프로그램 06618,2024-02-18,2025-11-13,226,Y,교육과정 설명 06618
PRG06619,프로그램 06619,2024-02-19,2026-04-19,227,Y,교육과정 설명 06619
PRG06620,프로그램 06620,2024-02-20,2025-11-11,228,N,교육과정 설명 06620
PRG06621,프로그램 06621,2024-02-21,2026-04-21,229,Y,교육과정 설명 06621
PRG06622,프로그램 06622,2024-02-22,2025-11-09,230,Y,교육과정 설명 06622
PRG06623,프로그램 06623,2024-02-23,2026-04-23,231,Y,교육과정 설명 06623
PRG06624,프로그램 06624,2024-02-24,2025-11-07,232,Y,교육과정 설명 06624
PRG06625,프로그램 06625,2024-02-25,2026-04-25,233,N,교육과정 설명 06625
PRG06626,프로그램 06626,2024-02-26,2025-11-05,234,Y,교육과정 설명 06626
PRG06627,프로그램 06627,2024-02-27,2026-04-27,235,Y,교육과정 설명 06627
PRG06628,프로그램 06628,2024-02-28,2025-11-03,236,Y,교육과정 설명 06628
PRG06629,프로그램 06629,2024-02-29,2026-04-29,237,Y,교육과정 설명 06629
PRG06630,프로그램 06630,2024-03-01,2025-11-01,238,N,교육과정 설명 06630
PRG06631,프로그램 06631,2024-03-02,2026-05-01,239,Y,교육과정 설명 06631
PRG06632,프로그램 06632,2024-03-03,2025-10-30,240,Y,교육과정 설명 06632
PRG06633,프로그램 06633,2024-03-04,2026-05-03,241,Y,교육과정 설명 06633
PRG06634,프로그램 06634,2024-03-05,2025-10-28,242,Y,교육과정 설명 06634
PRG06635,프로그램 06635,2024-03-06,2026-05-05,243,N,교육과정 설명 06635
PRG06636,프로그램 06636,2024-03-07,2025-10-26,244,Y,교육과정 설명 06636
PRG06637,프로그램 06637,2024-03-08,2026-05-07,245,Y,교육과정 설명 06637
PRG06638,프로그램 06638,2024-03-09,2025-10-24,246,Y,교육과정 설명 06638
PRG06639,프로그램 06639,2024-03-10,2026-05-09,247,Y,교육과정 설명 06639
PRG06640,프로그램 06640,2024-03-11,2025-10-22,248,N,교육과정 설명 06640
PRG06641,프로그램 06641,2024-03-12,2026-05-11,249,Y,교육과정 설명 06641
PRG06642,프로그램 06642,2024-03-13,2025-10-20,250,Y,교육과정 설명 06642
PRG06643,프로그램 06643,2024-03-14,2026-05-13,251,Y,교육과정 설명 06643
PRG06644,프로그램 06644,2024-03-15,2025-10-18,252,Y,교육과정 설명 06644
PRG06645,프로그램 06645,2024-03-16,2026-05-15,253,N,교육과정 설명 06645
PRG06646,프로그램 06646,2024-03-17,2025-10-16,254,Y,교육과정 설명 06646
PRG06647,프로그램 06647,2024-03-18,2026-05-17,255,Y,교육과정 설명 06647
PRG06648,프로그램 06648,2024-03-19,2025-10-14,256,Y,교육과정 설명 06648
PRG06649,프로그램 06649,2024-03-20,2026-05-19,257,Y,교육과정 설명 06649
PRG06650,프로그램 06650,2024-03-21,2025-10-12,258,N,교육과정 설명 06650
PRG06651,프로그램 06651,2024-03-22,2026-05-21,259,Y,교육과정 설명 06651
PRG06652,프로그램 06652,2024-03-23,2025-10-10,260,Y,교육과정 설명 06652
PRG06653,프로그램 06653,2024-03-24,2026-05-23,261,Y,교육과정 설명 06653
PRG06654,프로그램 06654,2024-03-25,2025-10-08,262,Y,교육과정 설명 06654
PRG06655,프로그램 06655,2024-03-26,2026-05-25,263,N,교육과정 설명 06655
PRG06656,프로그램 06656,2024-03-27,2025-10-06,264,Y,교육과정 설명 06656
PRG06657,프로그램 06657,2024-03-28,2026-05-27,265,Y,교육과정 설명 06657
PRG06658,프로그램 06658,2024-03-29,2025-10-04,266,Y,교육과정 설명 06658
PRG06659,프로그램 06659,2024-03-30,2026-05-29,267,Y,교육과정 설명 06659
PRG06660,프로그램 06660,2024-03-31,2025-10-02,268,N,교육과정 설명 06660
PRG06661,프로그램 06661,2024-04-01,2026-05-31,269,Y,교육과정 설명 06661
PRG06662,프로그램 06662,2024-04-02,2025-09-30,270,Y,교육과정 설명 06662
PRG06663,프로그램 06663,2024-04-03,2026-06-02,271,Y,교육과정 설명 06663
PRG06664,프로그램 06664,2024-04-04,2025-09-28,272,Y,교육과정 설명 06664
PRG06665,프로그램 06665,2024-04-05,2026-06-04,273,N,교육과정 설명 06665
PRG06666,프로그램 06666,2024-04-06,2025-09-26,274,Y,교육과정 설명 06666
PRG06667,프로그램 06667,2024-04-07,2026-06-06,275,Y,교육과정 설명 06667
PRG06668,프로그램 06668,2024-04-08,2025-09-24,276,Y,교육과정 설명 06668
PRG06669,프로그램 06669,2024-04-09,2026-06-08,277,Y,교육과정 설명 06669
PRG06670,프로그램 06670,2024-04-10,2025-09-22,278,N,교육과정 설명 06670
PRG06671,프로그램 06671,2024-04-11,2026-06-10,279,Y,교육과정 설명 06671
PRG06672,프로그램 06672,2024-04-12,2025-09-20,280,Y,교육과정 설명 06672
PRG06673,프로그램 06673,2024-04-13,2026-06-12,281,Y,교육과정 설명 06673
PRG06674,프로그램 06674,2024-04-14,2025-09-18,282,Y,교육과정 설명 06674
PRG06675,프로그램 06675,2024-04-15,2026-06-14,283,N,교육과정 설명 06675
PRG06676,프로그램 06676,2024-04-16,2025-09-16,284,Y,교육과정 설명 06676
PRG06677,프로그램 06677,2024-04-17,2026-06-16,285,Y,교육과정 설명 06677
PRG06678,프로그램 06678,2024-04-18,2025-09-14,286,Y,교육과정 설명 06678
PRG06679,프로그램 06679,2024-04-19,2026-06-18,287,Y,교육과정 설명 06679
PRG06680,프로그램 06680,2024-04-20,2025-09-12,288,N,교육과정 설명 06680
PRG06681,프로그램 06681,2024-04-21,2026-06-20,289,Y,교육과정 설명 06681
PRG06682,프로그램 06682,2024-04-22,2025-09-10,290,Y,교육과정 설명 06682
PRG06683,프로그램 06683,2024-04-23,2026-06-22,291,Y,교육과정 설명 06683
PRG06684,프로그램 06684,2024-04-24,2025-09-08,292,Y,교육과정 설명 06684
PRG06685,프로그램 06685,2024-04-25,2026-06-24,293,N,교육과정 설명 06685
PRG06686,프로그램 06686,2024-04-26,2025-09-06,294,Y,교육과정 설명 06686
PRG06687,프로그램 06687,2024-04-27,2026-06-26,295,Y,교육과정 설명 06687
PRG06688,프로그램 06688,2024-04-28,2025-09-04,296,Y,교육과정 설명 06688
PRG06689,프로그램 06689,2024-04-29,2026-06-28,297,Y,교육과정 설명 06689
PRG06690,프로그램 06690,2024-04-30,2025-09-02,298,N,교육과정 설명 06690
PRG06691,프로그램 06691,2024-05-01,2026-06-30,299,Y,교육과정 설명 06691
PRG06692,프로그램 06692,2024-05-02,2025-08-31,300,Y,교육과정 설명 06692
PRG06693,프로그램 06693,2024-05-03,2026-07-02,10,Y,교육과정 설명 06693
PRG06694,프로그램 06694,2024-05-04,2025-08-29,11,Y,교육과정 설명 06694
PRG06695,프로그램 06695,2024-05-05,2026-07-04,12,N,교육과정 설명 06695
PRG06696,프로그램 06696,2024-05-06,2025-08-27,13,Y,교육과정 설명 06696
PRG06697,프로그램 06697,2024-05-07,2026-07-06,14,Y,교육과정 설명 06697
PRG06698,프로그램 06698,2024-05-08,2025-08-25,15,Y,교육과정 설명 06698
PRG06699,프로그램 06699,2024-05-09,2026-07-08,16,Y,교육과정 설명 06699
PRG06700,프로그램 06700,2024-05-10,2025-08-23,17,N,교육과정 설명 06700
PRG06701,프로그램 06701,2024-05-11,2026-07-10,18,Y,교육과정 설명 06701
PRG06702,프로그램 06702,2024-05-12,2025-08-21,19,Y,교육과정 설명 06702
PRG06703,프로그램 06703,2024-05-13,2026-07-12,20,Y,교육과정 설명 06703
PRG06704,프로그램 06704,2024-05-14,2025-08-19,21,Y,교육과정 설명 06704
PRG06705,프로그램 06705,2024-05-15,2026-07-14,22,N,교육과정 설명 06705
PRG06706,프로그램 06706,2024-05-16,2025-08-17,23,Y,교육과정 설명 06706
PRG06707,프로그램 06707,2024-05-17,2026-07-16,24,Y,교육과정 설명 06707
PRG06708,프로그램 06708,2024-05-18,2025-08-15,25,Y,교육과정 설명 06708
PRG06709,프로그램 06709,2024-05-19,2026-07-18,26,Y,교육과정 설명 06709
PRG06710,프로그램 06710,2024-05-20,2025-08-13,27,N,교육과정 설명 06710
PRG06711,프로그램 06711,2024-05-21,2026-07-20,28,Y,교육과정 설명 06711
PRG06712,프로그램 06712,2024-05-22,2025-08-11,29,Y,교육과정 설명 06712
PRG06713,프로그램 06713,2024-05-23,2026-07-22,30,Y,교육과정 설명 06713
PRG06714,프로그램 06714,2024-05-24,2025-08-09,31,Y,교육과정 설명 06714
PRG06715,프로그램 06715,2024-05-25,2026-07-24,32,N,교육과정 설명 06715
PRG06716,프로그램 06716,2024-05-26,2025-08-07,33,Y,교육과정 설명 06716
PRG06717,프로그램 06717,2024-05-27,2026-07-26,34,Y,교육과정 설명 06717
PRG06718,프로그램 06718,2024-05-28,2025-08-05,35,Y,교육과정 설명 06718
PRG06719,프로그램 06719,2024-05-29,2026-07-28,36,Y,교육과정 설명 06719
PRG06720,프로그램 06720,2024-05-30,2025-08-03,37,N,교육과정 설명 06720
PRG06721,프로그램 06721,2024-05-31,2026-07-30,38,Y,교육과정 설명 06721
PRG06722,프로그램 06722,2024-06-01,2025-08-01,39,Y,교육과정 설명 06722
PRG06723,프로그램 06723,2024-06-02,2026-08-01,40,Y,교육과정 설명 06723
PRG06724,프로그램 06724,2024-06-03,2025-07-30,41,Y,교육과정 설명 06724
PRG06725,프로그램 06725,2024-06-04,2026-08-03,42,N,교육과정 설명 06725
PRG06726,프로그램 06726,2024-06-05,2025-07-28,43,Y,교육과정 설명 06726
PRG06727,프로그램 06727,2024-06-06,2026-08-05,44,Y,교육과정 설명 06727
PRG06728,프로그램 06728,2024-06-07,2025-07-26,45,Y,교육과정 설명 06728
PRG06729,프로그램 06729,2024-06-08,2026-08-07,46,Y,교육과정 설명 06729
PRG06730,프로그램 06730,2024-06-09,2025-07-24,47,N,교육과정 설명 06730
PRG06731,프로그램 06731,2024-06-10,2026-08-09,48,Y,교육과정 설명 06731
PRG06732,프로그램 06732,2024-06-11,2025-07-22,49,Y,교육과정 설명 06732
PRG06733,프로그램 06733,2024-06-12,2026-08-11,50,Y,교육과정 설명 06733
PRG06734,프로그램 06734,2024-06-13,2025-07-20,51,Y,교육과정 설명 06734
PRG06735,프로그램 06735,2024-06-14,2026-08-13,52,N,교육과정 설명 06735
PRG06736,프로그램 06736,2024-06-15,2025-07-18,53,Y,교육과정 설명 06736
PRG06737,프로그램 06737,2024-06-16,2026-08-15,54,Y,교육과정 설명 06737
PRG06738,프로그램 06738,2024-06-17,2025-07-16,55,Y,교육과정 설명 06738
PRG06739,프로그램 06739,2024-06-18,2026-08-17,56,Y,교육과정 설명 06739
PRG06740,프로그램 06740,2024-06-19,2025-07-14,57,N,교육과정 설명 06740
PRG06741,프로그램 06741,2024-06-20,2026-08-19,58,Y,교육과정 설명 06741
PRG06742,프로그램 06742,2024-06-21,2025-07-12,59,Y,교육과정 설명 06742
PRG06743,프로그램 06743,2024-06-22,2026-08-21,60,Y,교육과정 설명 06743
PRG06744,프로그램 06744,2024-06-23,2025-07-10,61,Y,교육과정 설명 06744
PRG06745,프로그램 06745,2024-06-24,2026-08-23,62,N,교육과정 설명 06745
PRG06746,프로그램 06746,2024-06-25,2025-07-08,63,Y,교육과정 설명 06746
PRG06747,프로그램 06747,2024-06-26,2026-08-25,64,Y,교육과정 설명 06747
PRG06748,프로그램 06748,2024-06-27,2025-07-06,65,Y,교육과정 설명 06748
PRG06749,프로그램 06749,2024-06-28,2026-08-27,66,Y,교육과정 설명 06749
PRG06750,프로그램 06750,2024-06-29,2025-07-04,67,N,교육과정 설명 06750
PRG06751,프로그램 06751,2024-06-30,2026-08-29,68,Y,교육과정 설명 06751
PRG06752,프로그램 06752,2024-07-01,2025-07-02,69,Y,교육과정 설명 06752
PRG06753,프로그램 06753,2024-07-02,2026-08-31,70,Y,교육과정 설명 06753
PRG06754,프로그램 06754,2024-07-03,2025-06-30,71,Y,교육과정 설명 06754
PRG06755,프로그램 06755,2024-07-04,2026-09-02,72,N,교육과정 설명 06755
PRG06756,프로그램 06756,2024-07-05,2025-06-28,73,Y,교육과정 설명 06756
PRG06757,프로그램 06757,2024-07-06,2026-09-04,74,Y,교육과정 설명 06757
PRG06758,프로그램 06758,2024-07-07,2025-06-26,75,Y,교육과정 설명 06758
PRG06759,프로그램 06759,2024-07-08,2026-09-06,76,Y,교육과정 설명 06759
PRG06760,프로그램 06760,2024-07-09,2025-06-24,77,N,교육과정 설명 06760
PRG06761,프로그램 06761,2024-07-10,2026-09-08,78,Y,교육과정 설명 06761
PRG06762,프로그램 06762,2024-07-11,2025-06-22,79,Y,교육과정 설명 06762
